POS,player,matches,innings,overs,runs_conceded,wickets,best_bowling,bowl_avg,economy,bowl_sr,four_wickets,five_wickets,season,source
3,Harbhajan Singh,19,19,70.0,456.0,24.0,3/14,19.0,6.51,17.5,0,0,2013,most_wickets
4,Mitchell Johnson,17,17,64.0,459.0,24.0,3/27,19.12,7.17,16.0,0,0,2013,most_wickets
5,Vinay Kumar,16,16,60.1,493.0,23.0,3/18,21.43,8.19,15.69,0,0,2013,most_wickets
6,Sunil Narine,16,16,64.0,350.0,22.0,4/13,15.9,5.46,17.45,2,0,2013,most_wickets
7,Amit Mishra,17,17,62.0,394.0,21.0,4/19,18.76,6.35,17.71,1,0,2013,most_wickets
8,Mohit Sharma,15,15,50.4,326.0,20.0,3/10,16.3,6.43,15.2,0,0,2013,most_wickets
9,Lasith Malinga,17,17,65.2,468.0,20.0,3/39,23.4,7.16,19.6,0,0,2013,most_wickets
10,Dale Steyn,17,17,67.5,384.0,19.0,3/11,20.21,5.66,21.42,0,0,2013,most_wickets
11,Thisara Perera,16,16,59.4,478.0,19.0,3/20,25.15,8.01,18.84,0,0,2013,most_wickets
12,Kevon Cooper,14,14,54.0,449.0,19.0,3/15,23.63,8.31,17.05,0,0,2013,most_wickets
13,Pragyan Ojha,16,15,52.2,381.0,16.0,3/11,23.81,7.28,19.62,0,0,2013,most_wickets
14,Jacques Kallis,16,15,53.0,394.0,16.0,3/13,24.62,7.43,19.87,0,0,2013,most_wickets
15,Umesh Yadav,16,16,57.5,508.0,16.0,4/24,31.75,8.78,21.68,1,0,2013,most_wickets
16,Ashok Dinda,13,13,49.0,465.0,16.0,3/31,29.06,9.48,18.37,0,0,2013,most_wickets
17,Ravichandran Ashwin,18,18,58.0,390.0,15.0,2/18,26.0,6.72,23.2,0,0,2013,most_wickets
18,Azhar Mahmood,11,11,43.5,330.0,15.0,3/21,22.0,7.52,17.53,0,0,2013,most_wickets
19,Parvinder Awana,14,14,54.0,412.0,15.0,3/39,27.46,7.62,21.6,0,0,2013,most_wickets
20,Ishant Sharma,16,16,59.4,466.0,15.0,3/27,31.06,7.81,23.86,0,0,2013,most_wickets
21,Chris Morris,16,16,50.0,401.0,15.0,3/40,26.73,8.02,20.0,0,0,2013,most_wickets
22,Bhuvneshwar Kumar,16,16,57.0,371.0,13.0,3/18,28.53,6.5,26.3,0,0,2013,most_wickets
23,Ravi Rampaul,10,10,37.4,261.0,13.0,3/31,20.07,6.92,17.38,0,0,2013,most_wickets
24,Shane Watson,16,13,41.4,298.0,13.0,3/22,22.92,7.15,19.23,0,0,2013,most_wickets
25,Ravindra Jadeja,18,15,43.1,323.0,13.0,3/20,24.84,7.48,19.92,0,0,2013,most_wickets
26,Jaydev Unadkat,13,13,49.0,370.0,13.0,5/25,28.46,7.55,22.61,0,1,2013,most_wickets
27,RP Singh,11,11,39.5,335.0,13.0,3/13,25.76,8.41,18.38,0,0,2013,most_wickets
28,Praveen Kumar,15,15,56.2,373.0,12.0,2/10,31.08,6.62,28.16,0,0,2013,most_wickets
29,Siddharth Trivedi,17,17,59.5,410.0,12.0,3/23,34.16,6.85,29.91,0,0,2013,most_wickets
30,Lakshmipathy Balaji,13,13,50.0,387.0,12.0,3/19,32.25,7.74,25.0,0,0,2013,most_wickets
31,Karn Sharma,13,13,34.5,230.0,11.0,2/19,20.9,6.6,19.0,0,0,2013,most_wickets
32,Piyush Chawla,16,16,58.2,418.0,11.0,2/20,38.0,7.16,31.81,0,0,2013,most_wickets
33,Rajat Bhatia,15,15,43.5,332.0,11.0,2/23,30.18,7.57,23.9,0,0,2013,most_wickets
34,Ashish Nehra,10,10,36.0,316.0,11.0,2/35,28.72,8.77,19.63,0,0,2013,most_wickets
35,Irfan Pathan,15,15,51.2,382.0,10.0,2/29,38.2,7.44,30.8,0,0,2013,most_wickets
36,Kieron Pollard,18,14,31.0,292.0,10.0,2/6,29.2,9.41,18.6,0,0,2013,most_wickets
37,Shahbaz Nadeem,12,12,44.0,259.0,9.0,2/17,28.77,5.88,29.33,0,0,2013,most_wickets
38,Sachithra Senanayake,8,8,32.0,209.0,9.0,2/26,23.22,6.53,21.33,0,0,2013,most_wickets
39,Rahul Sharma,11,11,41.0,281.0,9.0,2/16,31.22,6.85,27.33,0,0,2013,most_wickets
40,Murali Kartik,11,11,39.0,284.0,9.0,2/24,31.55,7.28,26.0,0,0,2013,most_wickets
41,Sandeep Sharma,4,4,16.0,119.0,8.0,3/21,14.87,7.43,12.0,0,0,2013,most_wickets
42,Darren Sammy,10,9,22.2,168.0,8.0,4/22,21.0,7.52,16.75,1,0,2013,most_wickets
43,Dhawal Kulkarni,6,6,18.4,151.0,8.0,3/19,18.87,8.08,14.0,0,0,2013,most_wickets
44,Albie Morkel,8,7,24.0,159.0,7.0,3/32,22.71,6.62,20.57,0,0,2013,most_wickets
45,Iqbal Abdulla,5,5,18.5,142.0,7.0,3/29,20.28,7.53,16.14,0,0,2013,most_wickets
46,Morne Morkel,10,10,40.0,335.0,7.0,2/27,47.85,8.37,34.28,0,0,2013,most_wickets
47,Moises Henriques,10,8,21.1,185.0,7.0,2/14,26.42,8.74,18.14,0,0,2013,most_wickets
48,Manpreet Gony,8,8,28.0,256.0,7.0,2/24,36.57,9.14,24.0,0,0,2013,most_wickets
49,Mitchell Marsh,9,7,19.2,182.0,7.0,2/7,26.0,9.41,16.57,0,0,2013,most_wickets
50,Ajit Chandila,8,8,25.0,156.0,6.0,2/6,26.0,6.24,25.0,0,0,2013,most_wickets
51,Stuart Binny,17,14,24.0,162.0,6.0,2/14,27.0,6.75,24.0,0,0,2013,most_wickets
52,Yuvraj Singh,13,10,22.0,152.0,6.0,2/27,25.33,6.9,22.0,0,0,2013,most_wickets
53,Wayne Parnell,4,4,14.5,137.0,6.0,3/27,22.83,9.23,14.83,0,0,2013,most_wickets
54,Johan Botha,6,6,16.4,109.0,5.0,2/11,21.8,6.54,20.0,0,0,2013,most_wickets
55,Shanthakumaran Sreesanth,7,7,21.4,163.0,5.0,2/20,32.6,7.52,26.0,0,0,2013,most_wickets
56,Harmeet Singh Bansal,3,3,11.2,87.0,5.0,3/24,17.4,7.67,13.6,0,0,2013,most_wickets
57,Angelo Mathews,11,10,31.0,240.0,5.0,3/14,48.0,7.74,37.2,0,0,2013,most_wickets
58,Zaheer Khan,2,2,6.0,47.0,5.0,4/17,9.4,7.83,7.2,1,0,2013,most_wickets
59,Brett Lee,3,3,12.0,86.0,4.0,2/40,21.5,7.16,18.0,0,0,2013,most_wickets
60,Siddarth Kaul,6,6,21.5,170.0,4.0,2/27,42.5,7.78,32.75,0,0,2013,most_wickets
61,Dirk Nannes,5,5,19.5,158.0,4.0,2/17,39.5,7.96,29.75,0,0,2013,most_wickets
62,Abu Nechim,2,2,7.0,45.0,3.0,2/27,15.0,6.42,14.0,0,0,2013,most_wickets
63,Roelof van der Merwe,3,3,11.0,71.0,3.0,1/17,23.66,6.45,22.0,0,0,2013,most_wickets
64,Muttiah Muralitharan,6,6,23.0,177.0,3.0,1/18,59.0,7.69,46.0,0,0,2013,most_wickets
65,Syed Mohammad,4,4,10.0,91.0,3.0,2/15,30.33,9.1,20.0,0,0,2013,most_wickets
66,Munaf Patel,4,4,15.0,137.0,3.0,3/29,45.66,9.13,30.0,0,0,2013,most_wickets
67,Ali Murtaza,3,3,10.0,94.0,3.0,3/15,31.33,9.4,20.0,0,0,2013,most_wickets
68,Rahul Shukla,3,3,8.0,79.0,3.0,2/28,26.33,9.87,16.0,0,0,2013,most_wickets
69,Chris Gayle,16,4,4.0,40.0,3.0,2/5,13.33,10.0,8.0,0,0,2013,most_wickets
70,Jasprit Bumrah,2,2,7.0,70.0,3.0,3/32,23.33,10.0,14.0,0,0,2013,most_wickets
71,Ashish Reddy,12,5,6.4,70.0,3.0,1/7,23.33,10.5,13.33,0,0,2013,most_wickets
72,Ryan McLaren,2,2,7.0,94.0,3.0,2/60,31.33,13.42,14.0,0,0,2013,most_wickets
73,Anand Rajan,2,2,8.0,42.0,2.0,1/20,21.0,5.25,24.0,0,0,2013,most_wickets
74,Vikramjeet Malik,3,3,10.0,59.0,2.0,2/14,29.5,5.9,30.0,0,0,2013,most_wickets
75,Ajantha Mendis,3,3,12.0,78.0,2.0,1/15,39.0,6.5,36.0,0,0,2013,most_wickets
76,Rishi Dhawan,6,5,15.0,109.0,2.0,1/6,54.5,7.26,45.0,0,0,2013,most_wickets
77,Abhishek Nayar,11,3,8.0,59.0,2.0,1/15,29.5,7.37,24.0,0,0,2013,most_wickets
78,Jason Holder,6,6,20.0,168.0,2.0,2/20,84.0,8.4,60.0,0,0,2013,most_wickets
79,Kane Richardson,3,3,11.5,101.0,2.0,1/28,50.5,8.53,35.5,0,0,2013,most_wickets
80,Luke Wright,6,5,9.5,100.0,2.0,1/12,50.0,10.16,29.5,0,0,2013,most_wickets
81,Dwayne Smith,13,3,5.0,59.0,2.0,2/20,29.5,11.8,15.0,0,0,2013,most_wickets
82,Adam Gilchrist,13,1,0.1,0.0,1.0,1/0,0.0,0.0,1.0,0,0,2013,most_wickets
83,Bipul Sharma,1,1,4.0,21.0,1.0,1/21,21.0,5.25,24.0,0,0,2013,most_wickets
84,Parveez Rasool,2,2,5.0,28.0,1.0,1/23,28.0,5.6,30.0,0,0,2013,most_wickets
85,Ryan Harris,3,3,12.0,72.0,1.0,1/12,72.0,6.0,72.0,0,0,2013,most_wickets
86,Hanuma Vihari,17,5,6.0,38.0,1.0,1/5,38.0,6.33,36.0,0,0,2013,most_wickets
87,Bhargav Bhatt,2,2,5.0,32.0,1.0,1/11,32.0,6.4,30.0,0,0,2013,most_wickets
88,Ankeet Chavan,3,3,9.0,63.0,1.0,1/28,63.0,7.0,54.0,0,0,2013,most_wickets
89,Pawan Suyal,1,1,3.0,21.0,1.0,1/21,21.0,7.0,18.0,0,0,2013,most_wickets
90,Jeevan Mendis,3,2,5.0,36.0,1.0,1/16,36.0,7.2,30.0,0,0,2013,most_wickets
91,Nathan Coulter-Nile,1,1,4.0,29.0,1.0,1/29,29.0,7.25,24.0,0,0,2013,most_wickets
92,Laxmi Ratan Shukla,4,2,3.0,22.0,1.0,1/14,22.0,7.33,18.0,0,0,2013,most_wickets
93,Tirumalasetti Suman,7,1,2.0,15.0,1.0,1/15,15.0,7.5,12.0,0,0,2013,most_wickets
94,Cameron White,13,2,2.0,16.0,1.0,1/14,16.0,8.0,12.0,0,0,2013,most_wickets
95,Pravin Tambe,3,3,11.0,88.0,1.0,1/38,88.0,8.0,66.0,0,0,2013,most_wickets
96,Yusuf Pathan,16,5,9.0,73.0,1.0,1/9,73.0,8.11,54.0,0,0,2013,most_wickets
97,Harmeet Singh,1,1,4.0,34.0,1.0,1/34,34.0,8.5,24.0,0,0,2013,most_wickets
98,Andrew McDonald,1,1,2.0,17.0,1.0,1/17,17.0,8.5,12.0,0,0,2013,most_wickets
99,Marlon Samuels,2,1,4.0,34.0,1.0,1/34,34.0,8.5,24.0,0,0,2013,most_wickets
100,Mohammad Shami,3,3,9.0,78.0,1.0,1/32,78.0,8.66,54.0,0,0,2013,most_wickets
101,Ankit Rajpoot,2,2,4.0,35.0,1.0,1/25,35.0,8.75,24.0,0,0,2013,most_wickets
102,Sarabjit Ladda,1,1,2.0,18.0,1.0,1/18,18.0,9.0,12.0,0,0,2013,most_wickets
103,Abhimanyu Mithun,1,1,4.0,37.0,1.0,1/37,37.0,9.25,24.0,0,0,2013,most_wickets
104,Shaun Tait,3,3,10.0,98.0,1.0,1/29,98.0,9.8,60.0,0,0,2013,most_wickets
105,Ben Laughlin,2,2,7.0,71.0,1.0,1/25,71.0,10.14,42.0,0,0,2013,most_wickets
106,Suresh Raina,18,2,2.0,23.0,1.0,1/4,23.0,11.5,12.0,0,0,2013,most_wickets
107,Aaron Finch,14,3,4.0,49.0,1.0,1/11,49.0,12.25,24.0,0,0,2013,most_wickets
108,Ishwar Pandey,2,2,4.0,50.0,1.0,1/17,50.0,12.5,24.0,0,0,2013,most_wickets
109,Brad Hodge,17,1,1.0,3.0,0.0,0/3,0.0,3.0,0.0,0,0,2013,most_wickets
110,Rohit Sharma,19,2,1.2,6.0,0.0,0/1,0.0,4.5,0.0,0,0,2013,most_wickets
111,Raiphi Gomez,2,1,1.0,5.0,0.0,0/5,0.0,5.0,0.0,0,0,2013,most_wickets
112,Jacob Oram,1,1,4.0,22.0,0.0,0/22,0.0,5.5,0.0,0,0,2013,most_wickets
113,Dimitri Mascarenhas,1,1,4.0,25.0,0.0,0/25,0.0,6.25,0.0,0,0,2013,most_wickets
114,Pawan Negi,1,1,4.0,28.0,0.0,0/28,0.0,7.0,0.0,0,0,2013,most_wickets
115,Ryan ten Doeschate,4,3,3.0,24.0,0.0,0/3,0.0,8.0,0.0,0,0,2013,most_wickets
116,David Hussey,12,4,11.0,91.0,0.0,0/14,0.0,8.27,0.0,0,0,2013,most_wickets
117,Samuel Badree,1,1,4.0,34.0,0.0,0/34,0.0,8.5,0.0,0,0,2013,most_wickets
118,Ankit Sharma,1,1,2.0,17.0,0.0,0/17,0.0,8.5,0.0,0,0,2013,most_wickets
119,Yuzvendra Chahal,1,1,4.0,34.0,0.0,0/34,0.0,8.5,0.0,0,0,2013,most_wickets
120,Sumit Narwal,2,1,2.0,17.0,0.0,0/17,0.0,8.5,0.0,0,0,2013,most_wickets
121,Virender Sehwag,13,1,1.0,9.0,0.0,0/9,0.0,9.0,0.0,0,0,2013,most_wickets
122,Dan Christian,2,2,6.0,55.0,0.0,0/13,0.0,9.16,0.0,0,0,2013,most_wickets
123,Ajit Agarkar,4,4,10.0,92.0,0.0,0/4,0.0,9.2,0.0,0,0,2013,most_wickets
124,Brad Hogg,1,1,3.2,31.0,0.0,0/31,0.0,9.3,0.0,0,0,2013,most_wickets
125,Krishnakant Upadhyay,2,2,5.0,48.0,0.0,0/19,0.0,9.6,0.0,0,0,2013,most_wickets
126,Andre Russell,3,3,7.0,68.0,0.0,0/13,0.0,9.71,0.0,0,0,2013,most_wickets
127,Tillakaratne Dilshan,5,1,1.0,10.0,0.0,0/10,0.0,10.0,0.0,0,0,2013,most_wickets
128,Glenn Maxwell,3,2,2.0,23.0,0.0,0/5,0.0,11.5,0.0,0,0,2013,most_wickets
129,Ben Rohrer,8,1,1.0,12.0,0.0,0/12,0.0,12.0,0.0,0,0,2013,most_wickets
130,Pradeep Sangwan,2,2,4.0,51.0,0.0,0/17,0.0,12.75,0.0,0,0,2013,most_wickets
131,Rajagopal Sathish,9,3,4.0,51.0,0.0,0/10,0.0,12.75,0.0,0,0,2013,most_wickets
132,Michael Neser,1,1,4.0,62.0,0.0,0/62,0.0,15.5,0.0,0,0,2013,most_wickets
1,Mohit Sharma,16,16,53.5,452.0,23.0,4/14,19.65,8.39,14.04,1,0,2014,most_wickets
2,Sunil Narine,16,16,64.0,407.0,21.0,4/20,19.38,6.35,18.28,2,0,2014,most_wickets
3,Bhuvneshwar Kumar,14,14,53.1,354.0,20.0,4/14,17.7,6.65,15.95,1,0,2014,most_wickets
4,Ravindra Jadeja,16,16,54.2,443.0,19.0,4/12,23.31,8.15,17.15,2,0,2014,most_wickets
5,Sandeep Sharma,11,11,40.1,354.0,18.0,3/15,19.66,8.81,13.38,0,0,2014,most_wickets
6,Axar Patel,17,17,66.0,405.0,17.0,3/24,23.82,6.13,23.29,0,0,2014,most_wickets
7,Mitchell Johnson,14,14,53.3,444.0,17.0,2/19,26.11,8.29,18.88,0,0,2014,most_wickets
8,Lasith Malinga,10,10,39.1,253.0,16.0,4/23,15.81,6.45,14.68,1,0,2014,most_wickets
9,Ravichandran Ashwin,16,16,59.5,437.0,16.0,3/30,27.31,7.3,22.43,0,0,2014,most_wickets
10,Varun Aaron,10,10,36.4,299.0,16.0,3/16,18.68,8.15,13.75,0,0,2014,most_wickets
11,Pravin Tambe,13,13,49.0,356.0,15.0,4/20,23.73,7.26,19.6,1,0,2014,most_wickets
12,Karn Sharma,14,14,50.4,376.0,15.0,4/38,25.06,7.42,20.26,1,0,2014,most_wickets
13,Harbhajan Singh,14,14,55.0,356.0,14.0,2/13,25.42,6.47,23.57,0,0,2014,most_wickets
14,Mitchell Starc,14,14,53.4,402.0,14.0,2/21,28.71,7.49,23.0,0,0,2014,most_wickets
15,Piyush Chawla,11,11,39.3,303.0,14.0,3/19,21.64,7.67,16.92,0,0,2014,most_wickets
16,Rishi Dhawan,13,13,47.2,365.0,13.0,2/14,28.07,7.71,21.84,0,0,2014,most_wickets
17,Yuzvendra Chahal,14,14,55.0,386.0,12.0,2/17,32.16,7.01,27.5,0,0,2014,most_wickets
18,Rajat Bhatia,12,12,38.0,283.0,12.0,3/23,23.58,7.44,19.0,0,0,2014,most_wickets
19,Morne Morkel,12,12,48.0,367.0,12.0,2/20,30.58,7.64,24.0,0,0,2014,most_wickets
20,Lakshmipathy Balaji,9,9,34.0,299.0,12.0,4/13,24.91,8.79,17.0,1,0,2014,most_wickets
21,Shakib Al Hasan,13,13,50.0,334.0,11.0,2/22,30.36,6.68,27.27,0,0,2014,most_wickets
22,Dale Steyn,14,14,56.0,431.0,11.0,2/20,39.18,7.69,30.54,0,0,2014,most_wickets
23,Umesh Yadav,12,12,45.0,367.0,11.0,3/13,33.36,8.15,24.54,0,0,2014,most_wickets
24,Karanveer Singh,5,5,20.0,164.0,11.0,4/54,14.9,8.2,10.9,1,0,2014,most_wickets
25,James Faulkner,13,13,43.0,419.0,11.0,3/11,38.09,9.74,23.45,0,0,2014,most_wickets
26,Kane Richardson,7,7,27.0,206.0,9.0,2/18,22.88,7.62,18.0,0,0,2014,most_wickets
27,Imran Tahir,6,6,20.5,171.0,9.0,3/22,19.0,8.2,13.88,0,0,2014,most_wickets
28,Jaydev Unadkat,9,9,31.1,270.0,9.0,3/32,30.0,8.66,20.77,0,0,2014,most_wickets
29,Shahbaz Nadeem,11,11,38.0,311.0,8.0,2/35,38.87,8.18,28.5,0,0,2014,most_wickets
30,Ben Hilfenhaus,8,8,28.0,246.0,8.0,2/32,30.75,8.78,21.0,0,0,2014,most_wickets
31,Ashish Nehra,4,4,15.0,142.0,8.0,3/33,17.75,9.46,11.25,0,0,2014,most_wickets
32,Shane Watson,13,9,21.0,165.0,7.0,3/13,23.57,7.85,18.0,0,0,2014,most_wickets
33,Mohammad Shami,12,12,44.0,369.0,7.0,1/22,52.71,8.38,37.71,0,0,2014,most_wickets
34,Vinay Kumar,9,9,32.0,281.0,7.0,2/26,40.14,8.78,27.42,0,0,2014,most_wickets
35,Amit Mishra,10,10,37.3,340.0,7.0,2/23,48.57,9.06,32.14,0,0,2014,most_wickets
36,Parvinder Awana,7,7,23.3,245.0,7.0,2/15,35.0,10.42,20.14,0,0,2014,most_wickets
37,Wayne Parnell,8,8,30.1,223.0,6.0,2/21,37.16,7.39,30.16,0,0,2014,most_wickets
38,Ishwar Pandey,13,12,42.0,318.0,6.0,2/23,53.0,7.57,42.0,0,0,2014,most_wickets
39,Shreyas Gopal,4,4,14.0,113.0,6.0,2/25,18.83,8.07,14.0,0,0,2014,most_wickets
40,Dhawal Kulkarni,8,8,27.0,221.0,6.0,2/23,36.83,8.18,27.0,0,0,2014,most_wickets
41,Zaheer Khan,6,6,22.2,146.0,5.0,2/21,29.2,6.53,26.8,0,0,2014,most_wickets
42,Jasprit Bumrah,11,11,39.4,301.0,5.0,2/22,60.2,7.58,47.6,0,0,2014,most_wickets
43,Yuvraj Singh,14,10,22.4,187.0,5.0,4/35,37.4,8.25,27.2,1,0,2014,most_wickets
44,Ashok Dinda,9,9,31.0,270.0,5.0,1/14,54.0,8.7,37.2,0,0,2014,most_wickets
45,Ankit Sharma,3,2,8.0,43.0,4.0,2/20,10.75,5.37,12.0,0,0,2014,most_wickets
46,Kevon Cooper,5,5,18.0,134.0,4.0,2/38,33.5,7.44,27.0,0,0,2014,most_wickets
47,Albie Morkel,7,6,16.0,126.0,4.0,1/18,31.5,7.87,24.0,0,0,2014,most_wickets
48,Jacques Kallis,8,8,22.0,186.0,4.0,1/15,46.5,8.45,33.0,0,0,2014,most_wickets
49,Irfan Pathan,10,10,23.4,205.0,4.0,2/10,51.25,8.66,35.5,0,0,2014,most_wickets
50,Dwayne Smith,16,5,10.0,95.0,4.0,1/11,23.75,9.5,15.0,0,0,2014,most_wickets
51,Moises Henriques,4,4,10.0,96.0,4.0,2/26,24.0,9.6,15.0,0,0,2014,most_wickets
52,Corey Anderson,12,9,18.0,184.0,4.0,2/18,46.0,10.22,27.0,0,0,2014,most_wickets
53,Harshal Patel,3,3,11.0,113.0,4.0,2/56,28.25,10.27,16.5,0,0,2014,most_wickets
54,Beuran Hendricks,3,3,12.0,126.0,4.0,3/36,31.5,10.5,18.0,0,0,2014,most_wickets
55,Praveen Kumar,3,3,12.0,78.0,3.0,2/31,26.0,6.5,24.0,0,0,2014,most_wickets
56,Stuart Binny,13,8,9.0,64.0,3.0,1/1,21.33,7.11,18.0,0,0,2014,most_wickets
57,JP Duminy,14,11,33.0,240.0,3.0,2/27,80.0,7.27,66.0,0,0,2014,most_wickets
58,Shivam Sharma,4,4,16.0,121.0,3.0,2/26,40.33,7.56,32.0,0,0,2014,most_wickets
59,Muttiah Muralitharan,5,5,16.0,124.0,3.0,2/25,41.33,7.75,32.0,0,0,2014,most_wickets
60,Abu Nechim,4,4,14.2,113.0,3.0,1/18,37.66,7.88,28.66,0,0,2014,most_wickets
61,Ishant Sharma,3,3,11.0,101.0,3.0,2/37,33.66,9.18,22.0,0,0,2014,most_wickets
62,Darren Sammy,10,8,14.0,157.0,3.0,1/20,52.33,11.21,28.0,0,0,2014,most_wickets
63,Krishmar Santokie,2,2,8.0,90.0,3.0,2/50,30.0,11.25,16.0,0,0,2014,most_wickets
64,Rahul Tewatia,3,3,9.0,59.0,2.0,1/17,29.5,6.55,27.0,0,0,2014,most_wickets
65,Nathan Coulter-Nile,2,1,4.0,27.0,2.0,2/27,13.5,6.75,12.0,0,0,2014,most_wickets
66,Samuel Badree,4,4,14.0,97.0,2.0,1/19,48.5,6.92,42.0,0,0,2014,most_wickets
67,Marchant de Lange,1,1,4.0,32.0,2.0,2/32,16.0,8.0,12.0,0,0,2014,most_wickets
68,Siddarth Kaul,5,5,13.0,126.0,2.0,1/5,63.0,9.69,39.0,0,0,2014,most_wickets
69,Kieron Pollard,15,12,25.0,262.0,2.0,1/33,131.0,10.48,75.0,0,0,2014,most_wickets
70,Rahul Shukla,3,3,9.0,98.0,2.0,1/13,49.0,10.88,27.0,0,0,2014,most_wickets
71,David Hussey,5,1,2.5,38.0,2.0,2/38,19.0,13.41,8.5,0,0,2014,most_wickets
72,Ravi Rampaul,2,2,6.0,37.0,1.0,1/21,37.0,6.16,36.0,0,0,2014,most_wickets
73,Ryan ten Doeschate,10,4,5.0,35.0,1.0,1/7,35.0,7.0,30.0,0,0,2014,most_wickets
74,Pat Cummins,1,1,4.0,29.0,1.0,1/29,29.0,7.25,24.0,0,0,2014,most_wickets
75,Suresh Raina,16,8,18.0,134.0,1.0,1/17,134.0,7.44,108.0,0,0,2014,most_wickets
76,Ben Cutting,1,1,4.0,31.0,1.0,1/31,31.0,7.75,24.0,0,0,2014,most_wickets
77,Rohit Sharma,15,2,3.0,26.0,1.0,1/20,26.0,8.66,18.0,0,0,2014,most_wickets
78,Laxmi Ratan Shukla,6,5,9.2,83.0,1.0,1/31,83.0,8.89,56.0,0,0,2014,most_wickets
79,Parveez Rasool,3,3,9.0,83.0,1.0,1/26,83.0,9.22,54.0,0,0,2014,most_wickets
80,John Hastings,1,1,3.0,29.0,1.0,1/29,29.0,9.66,18.0,0,0,2014,most_wickets
81,Vikramjeet Malik,1,1,3.0,29.0,1.0,1/29,29.0,9.66,18.0,0,0,2014,most_wickets
82,Jimmy Neesham,4,4,9.0,91.0,1.0,1/29,91.0,10.11,54.0,0,0,2014,most_wickets
83,Andre Russell,2,2,5.0,52.0,1.0,1/25,52.0,10.4,30.0,0,0,2014,most_wickets
84,Rahul Sharma,2,2,6.0,65.0,1.0,1/33,65.0,10.83,36.0,0,0,2014,most_wickets
85,Lendl Simmons,8,1,3.0,34.0,1.0,1/34,34.0,11.33,18.0,0,0,2014,most_wickets
86,Murali Kartik,2,2,8.0,91.0,1.0,1/51,91.0,11.37,48.0,0,0,2014,most_wickets
87,Pawan Suyal,1,1,3.0,35.0,1.0,1/35,35.0,11.66,18.0,0,0,2014,most_wickets
88,Jason Holder,1,1,3.0,35.0,1.0,1/35,35.0,11.66,18.0,0,0,2014,most_wickets
89,Glenn Maxwell,16,7,11.0,132.0,1.0,1/21,132.0,12.0,66.0,0,0,2014,most_wickets
90,Tim Southee,3,3,10.0,76.0,0.0,0/16,0.0,7.6,0.0,0,0,2014,most_wickets
91,Suryakumar Yadav,16,1,1.0,8.0,0.0,0/8,0.0,8.0,0.0,0,0,2014,most_wickets
92,Sachin Rana,9,2,2.0,16.0,0.0,0/7,0.0,8.0,0.0,0,0,2014,most_wickets
93,Venugopal Rao,7,2,2.0,16.0,0.0,0/7,0.0,8.0,0.0,0,0,2014,most_wickets
94,Iqbal Abdulla,1,1,2.0,17.0,0.0,0/17,0.0,8.5,0.0,0,0,2014,most_wickets
95,Yusuf Pathan,15,1,1.0,10.0,0.0,0/10,0.0,10.0,0.0,0,0,2014,most_wickets
96,Pawan Negi,2,2,7.0,75.0,0.0,0/37,0.0,10.71,0.0,0,0,2014,most_wickets
97,Shadab Jakati,1,1,3.4,41.0,0.0,0/41,0.0,11.18,0.0,0,0,2014,most_wickets
98,Murali Vijay,11,1,1.0,13.0,0.0,0/13,0.0,13.0,0.0,0,0,2014,most_wickets
99,Manoj Tiwary,8,1,2.0,28.0,0.0,0/28,0.0,14.0,0.0,0,0,2014,most_wickets
100,Vijay Shankar,1,1,1.0,19.0,0.0,0/19,0.0,19.0,0.0,0,0,2014,most_wickets
1,Dwayne Bravo,17,16,52.2,426.0,26.0,3/22,16.38,8.14,12.07,0,0,2015,most_wickets
2,Lasith Malinga,15,15,60.0,444.0,24.0,4/23,18.5,7.4,15.0,1,0,2015,most_wickets
3,Yuzvendra Chahal,15,14,46.5,415.0,23.0,3/40,18.04,8.86,12.21,0,0,2015,most_wickets
4,Ashish Nehra,16,16,62.0,449.0,22.0,4/10,20.4,7.24,16.9,1,0,2015,most_wickets
5,Mitchell Starc,13,12,43.0,291.0,20.0,4/15,14.55,6.76,12.9,1,0,2015,most_wickets
6,Harbhajan Singh,15,15,57.0,446.0,18.0,3/27,24.77,7.82,19.0,0,0,2015,most_wickets
7,Bhuvneshwar Kumar,14,14,51.4,407.0,18.0,3/26,22.61,7.87,17.22,0,0,2015,most_wickets
8,Mitchell McClenaghan,12,12,47.0,386.0,18.0,3/16,21.44,8.21,15.66,0,0,2015,most_wickets
9,Harshal Patel,15,14,43.5,328.0,17.0,2/12,19.29,7.48,15.47,0,0,2015,most_wickets
10,David Wiese,14,13,42.2,353.0,16.0,4/33,22.06,8.33,15.87,1,0,2015,most_wickets
11,Nathan Coulter-Nile,11,11,42.3,321.0,15.0,4/20,21.4,7.55,17.0,1,0,2015,most_wickets
12,Imran Tahir,10,10,35.3,314.0,15.0,4/28,20.93,8.84,14.2,1,0,2015,most_wickets
13,Anureet Singh,14,14,51.4,465.0,15.0,3/23,31.0,9.0,20.66,0,0,2015,most_wickets
14,Andre Russell,13,13,40.4,324.0,14.0,3/32,23.14,7.96,17.42,0,0,2015,most_wickets
15,Mohit Sharma,16,16,57.0,481.0,14.0,3/25,34.35,8.43,24.42,0,0,2015,most_wickets
16,Sandeep Sharma,14,14,50.0,350.0,13.0,4/25,26.92,7.0,23.07,1,0,2015,most_wickets
17,Chris Morris,11,11,42.0,311.0,13.0,4/23,23.92,7.4,19.38,1,0,2015,most_wickets
